currency,url
tyrocoin,https://tyrocoin.com/
ubiq,http://ubiqsmart.com/
ufo-coin,https://ufocoin.net/
ugain,https://bitcointalk.org/index.php?topic=1575391.0
ulatech,https://ulatech.com/
ultracoin,http://ultracoin.io/
unbreakablecoin,http://www.unbreakablecoin.com/
uncoin,http://uncoin.org/
unicoin,http://unicoins.tumblr.com/
unify,http://www.unify.today/
unitus,http://unitus.online
universe,http://unicoin.pw/
unobtanium,http://unobtanium.uno
unrealcoin,https://bitcointalk.org/index.php?topic=1000669.0
ur,https://ur.technology/
uro,http://uro.io
usde,http://usde.co/
utacoin,http://www.goodtime.life/
valorbit,https://valorbit.com/
vaperscoin,https://bitcointalk.org/index.php?topic=1489456.0
vault-coin,http://vltcoin.org/
vcash,http://vcash.info/
vechain,https://www.vechain.com/
vector,http://vector-blockchain.com/
vegascoin,http://vegascoin.co/
veltor,http://veltor.org/
verge,http://vergecurrency.com/
vericoin,http://www.vericoin.info/
veriumreserve,http://www.vericoin.info/veriumlaunch.html
version,http://version2.org/
vertcoin,http://vertcoin.org/
viacoin,http://viacoin.org
vip-tokens,http://viptokens.club/
virtacoin,https://www.virtacoin.world/
virtacoinplus,https://www.virtacoin.plus/
virtualcoin,https://bitcointalk.org/index.php?topic=1756007.0
visio,http://www.visioplatform.com/
vivo,https://www.vivocrypto.com/
voxels,https://thevoxel.com/
voyacoin,https://bitcointalk.org/index.php?topic=963475.0
vpncoin,http://www.bitnet.cc/
vsync,https://vsync.pw
vtorrent,http://vtorrent.info/
vulcano,https://vulcanocoin.club/
wa-space,http://www.wa3529.com/
warp,http://www.warpcoin.com/
waves,https://wavesplatform.com/
wayguide,https://wayguide.club/
wearesatoshi,http://www.wsx.co.in
wexcoin,http://wexcoin.org/
whalecoin,https://whalecoin.org/
whitecoin,http://whitecoin.info/
wild-beast-block,http://wbbos.com/
wink,https://bitcointalk.org/index.php?topic=2048047.0
wmcoin,http://www.wemcoin.com/
woodcoin,http://woodcoin.org/
worldcoin,http://worldcoin.global/
wowcoin,NA
wowecoin,http://www.wowdigit.com/
wyvern,https://www.projectwyvern.com/
x-coin,http://x-coin.info/
x2,https://bitcointalk.org/index.php?topic=1277204.0
xaucoin,https://bitcointalk.org/index.php?topic=974426.0
xcurrency,http://xcurrency.com/
xde-ii,https://bitcointalk.org/index.php?topic=1310435.0
xios,http://www.xioscoin.com/
xonecoin,https://bitcointalk.org/index.php?topic=1600606
xp,http://www.xpcoin.io/
xtd-coin,https://bitcoingarden.org/forum/index.php?topic=17939.0
xtrabytes,https://www.xtrabytes.global/
yacoin,http://www.yacoin.org
yashcoin,https://www.yashcoin.com/
yescoin,http://yescoin.us/
yocoin,http://www.yocoin.org/
zayedcoin,http://www.zayedcoin.net/
zcash,https://z.cash/
zclassic,http://zclassic.org/
zcoin,https://zcoin.io
zeitcoin,http://www.zeit-coin.net
zencash,https://zensystem.io/
zennies,http://zeni.zone/
zephyr,https://zephyr.bitspark.io/
zero,http://zero.finance/
zetacoin,http://www.zetac.org/
zetamicron,http://www.fuzzbawls.pw/explore/ZetaMicron/
zilbercoin,http://zilbercoin.space/
zoin,http://zoinofficial.com/
zonecoin,https://www.zonecoin.tech/
zsecoin,https://zsecoin.com/
zurcoin,http://shai102.wix.com/zurcoin
